epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,134.474,0.56299,0.55069,0.98159,0.70479,0.82026,0.77323,0.5473,1.32749,1.47761,1.25763,0.000920226,0.000920226,0.000920226
183,135.112,0.68316,0.69944,0.86739,0.70479,0.82026,0.77323,0.5473,1.32749,1.47761,1.25763,0.0009161,0.0009161,0.0009161
184,135.78,1.30382,2.25283,1.23906,0.70223,0.875,0.80983,0.52456,1.24847,1.56225,1.17129,0.000911974,0.000911974,0.000911974
185,136.753,0.67749,0.73502,0.95872,0.70223,0.875,0.80983,0.52456,1.24847,1.56225,1.17129,0.000907848,0.000907848,0.000907848
186,137.512,0.7091,0.72637,0.97393,0.67252,0.85336,0.7992,0.5196,1.21633,1.65013,1.18085,0.000903722,0.000903722,0.000903722
187,138.137,0.74638,0.73646,0.96931,0.67252,0.85336,0.7992,0.5196,1.21633,1.65013,1.18085,0.000899597,0.000899597,0.000899597
188,138.789,0.69561,0.72438,1.02349,0.7089,0.82921,0.73811,0.48877,1.22686,1.61748,1.18546,0.000895471,0.000895471,0.000895471
189,139.408,0.75327,0.79496,0.97938,0.7089,0.82921,0.73811,0.48877,1.22686,1.61748,1.18546,0.000891345,0.000891345,0.000891345
190,140.045,0.70685,0.73768,1.05257,0.77483,0.84805,0.7789,0.52796,1.26008,1.50555,1.12017,0.000887219,0.000887219,0.000887219
191,140.696,0.82299,0.76737,0.94767,0.77483,0.84805,0.7789,0.52796,1.26008,1.50555,1.12017,0.000883093,0.000883093,0.000883093
192,141.339,0.56476,0.62798,0.88183,0.65632,0.81843,0.73484,0.45478,1.44425,1.55036,1.31021,0.000878967,0.000878967,0.000878967
193,142.011,0.60773,0.63734,0.90142,0.65632,0.81843,0.73484,0.45478,1.44425,1.55036,1.31021,0.000874842,0.000874842,0.000874842
194,142.687,0.78166,0.70606,1.08118,0.69022,0.7487,0.72833,0.4547,1.69703,1.59741,1.50444,0.000870716,0.000870716,0.000870716
195,143.395,0.72462,0.77237,1.04106,0.69022,0.7487,0.72833,0.4547,1.69703,1.59741,1.50444,0.00086659,0.00086659,0.00086659
196,144.251,0.6286,0.66887,0.97091,0.63054,0.73324,0.71911,0.40986,1.7812,1.66839,1.57345,0.000862464,0.000862464,0.000862464
197,145.042,0.63201,0.61118,0.96339,0.63054,0.73324,0.71911,0.40986,1.7812,1.66839,1.57345,0.000858338,0.000858338,0.000858338
198,145.861,0.65952,0.678,0.99127,0.69403,0.625,0.72773,0.36539,1.654,1.93538,1.59158,0.000854212,0.000854212,0.000854212
199,146.568,0.68055,0.71251,1.02373,0.69403,0.625,0.72773,0.36539,1.654,1.93538,1.59158,0.000850087,0.000850087,0.000850087
200,147.287,0.56637,0.60918,0.91044,0.68306,0.625,0.69403,0.35842,1.57925,2.08204,1.55568,0.000845961,0.000845961,0.000845961
201,147.985,0.50678,0.74154,1.01342,0.68306,0.625,0.69403,0.35842,1.57925,2.08204,1.55568,0.000841835,0.000841835,0.000841835
202,148.684,0.63402,0.72108,0.97147,0.60125,0.75,0.77833,0.36168,1.22103,2.17113,1.26324,0.000837709,0.000837709,0.000837709
203,149.328,0.62043,0.64758,0.98714,0.60125,0.75,0.77833,0.36168,1.22103,2.17113,1.26324,0.000833583,0.000833583,0.000833583
204,150.013,0.55338,0.72994,1.00017,0.69134,0.84344,0.85295,0.54441,1.26011,1.60933,1.27622,0.000829458,0.000829458,0.000829458
205,150.69,0.52119,0.54024,0.91684,0.69134,0.84344,0.85295,0.54441,1.26011,1.60933,1.27622,0.000825332,0.000825332,0.000825332
206,151.374,0.47408,0.53452,0.89907,0.83015,0.875,0.82032,0.51204,1.15376,1.5736,1.15306,0.000821206,0.000821206,0.000821206
207,152.019,0.75214,0.71352,1.033,0.83015,0.875,0.82032,0.51204,1.15376,1.5736,1.15306,0.00081708,0.00081708,0.00081708
208,152.695,0.49807,0.53399,0.90537,0.85529,0.875,0.80811,0.46578,1.13577,1.57904,1.15938,0.000812954,0.000812954,0.000812954
209,153.359,0.52774,0.60475,0.88519,0.85529,0.875,0.80811,0.46578,1.13577,1.57904,1.15938,0.000808828,0.000808828,0.000808828
210,154.034,0.60786,0.60179,0.9198,0.85606,0.84288,0.80811,0.51432,1.11951,1.44219,1.19647,0.000804703,0.000804703,0.000804703
211,154.69,0.58397,0.60574,0.95275,0.85606,0.84288,0.80811,0.51432,1.11951,1.44219,1.19647,0.000800577,0.000800577,0.000800577
212,155.406,0.48422,0.54472,0.83525,0.84682,0.875,0.80937,0.55112,0.99579,1.40669,1.2673,0.000796451,0.000796451,0.000796451
213,156.057,0.65223,0.65279,0.94328,0.84682,0.875,0.80937,0.55112,0.99579,1.40669,1.2673,0.000792325,0.000792325,0.000792325
214,156.721,0.66753,0.6378,0.99403,0.85964,0.875,0.83937,0.74631,0.96985,1.05856,1.28583,0.000788199,0.000788199,0.000788199
215,157.372,0.61091,0.60978,0.9964,0.85964,0.875,0.83937,0.74631,0.96985,1.05856,1.28583,0.000784073,0.000784073,0.000784073
216,158.043,0.45479,0.52155,0.98538,0.83623,0.875,0.83937,0.72797,1.09226,0.90626,1.4447,0.000779948,0.000779948,0.000779948
217,158.696,0.54699,0.583,0.97047,0.83623,0.875,0.83937,0.72797,1.09226,0.90626,1.4447,0.000775822,0.000775822,0.000775822
218,159.395,0.62329,0.56667,0.92783,0.94431,0.875,0.87064,0.68432,1.2088,0.94371,1.49394,0.000771696,0.000771696,0.000771696
219,160.039,0.55637,0.52367,0.89611,0.94431,0.875,0.87064,0.68432,1.2088,0.94371,1.49394,0.00076757,0.00076757,0.00076757
220,160.717,0.67771,0.67437,0.93217,0.91713,0.875,0.87066,0.62996,1.28474,1.02176,1.52662,0.000763444,0.000763444,0.000763444
221,161.355,0.5193,0.52997,0.88286,0.91713,0.875,0.87066,0.62996,1.28474,1.02176,1.52662,0.000759318,0.000759318,0.000759318
222,162.025,0.66523,0.66678,0.97493,0.92159,0.875,0.87067,0.61562,1.23289,1.04867,1.30958,0.000755193,0.000755193,0.000755193
223,162.665,0.53531,0.62665,0.92136,0.92159,0.875,0.87067,0.61562,1.23289,1.04867,1.30958,0.000751067,0.000751067,0.000751067
224,163.333,0.52066,0.69647,0.91536,0.94255,0.875,0.87067,0.63529,1.17749,0.90024,1.27104,0.000746941,0.000746941,0.000746941
225,163.977,0.63163,0.59468,0.97649,0.94255,0.875,0.87067,0.63529,1.17749,0.90024,1.27104,0.000742815,0.000742815,0.000742815
226,164.733,0.61226,0.6006,0.90234,0.96462,0.875,0.87068,0.71775,0.9912,0.88075,1.1485,0.000738689,0.000738689,0.000738689
227,165.389,0.57559,0.57795,0.9371,0.96462,0.875,0.87068,0.71775,0.9912,0.88075,1.1485,0.000734564,0.000734564,0.000734564
228,166.091,0.58457,0.54973,0.91645,0.96448,0.875,0.87069,0.67834,0.91491,0.98489,1.03977,0.000730438,0.000730438,0.000730438
229,166.734,0.6106,0.59909,0.98564,0.96448,0.875,0.87069,0.67834,0.91491,0.98489,1.03977,0.000726312,0.000726312,0.000726312
230,167.437,0.4886,0.5134,0.85878,0.96315,0.875,0.87071,0.69656,0.86375,1.08823,0.99302,0.000722186,0.000722186,0.000722186
231,168.081,0.45678,0.5061,0.917,0.96315,0.875,0.87071,0.69656,0.86375,1.08823,0.99302,0.00071806,0.00071806,0.00071806
232,168.74,0.50978,0.49958,0.83066,0.9469,0.875,0.87069,0.74624,0.7738,1.16391,0.95868,0.000713934,0.000713934,0.000713934
233,169.383,0.39841,0.47412,0.90102,0.9469,0.875,0.87069,0.74624,0.7738,1.16391,0.95868,0.000709809,0.000709809,0.000709809
234,170.053,0.52625,0.56277,0.90539,0.93255,0.875,0.87069,0.76288,0.8514,1.16647,1.04635,0.000705683,0.000705683,0.000705683
235,170.698,0.57021,0.62889,0.96624,0.93255,0.875,0.87069,0.76288,0.8514,1.16647,1.04635,0.000701557,0.000701557,0.000701557
236,171.396,0.50591,0.56547,0.93262,0.84386,0.875,0.87067,0.7711,0.90182,1.13338,1.12287,0.000697431,0.000697431,0.000697431
237,172.049,0.62033,0.56234,0.91544,0.84386,0.875,0.87067,0.7711,0.90182,1.13338,1.12287,0.000693305,0.000693305,0.000693305
238,172.729,0.58343,0.51681,0.93234,0.9238,0.87329,0.87066,0.7667,0.94621,1.10052,1.20697,0.000689179,0.000689179,0.000689179
239,173.368,0.61748,0.61758,0.95737,0.9238,0.87329,0.87066,0.7667,0.94621,1.10052,1.20697,0.000685054,0.000685054,0.000685054
240,174.038,0.60195,0.56413,1.00753,0.94281,0.875,0.87065,0.55521,0.98593,1.14118,1.21238,0.000680928,0.000680928,0.000680928
241,174.673,0.48545,0.49999,0.90662,0.94281,0.875,0.87065,0.55521,0.98593,1.14118,1.21238,0.000676802,0.000676802,0.000676802
242,175.353,0.46355,0.50253,0.90964,0.77148,0.875,0.87227,0.50616,0.95214,1.23197,1.10594,0.000672676,0.000672676,0.000672676
243,176.026,0.55606,0.57312,0.93513,0.77148,0.875,0.87227,0.50616,0.95214,1.23197,1.10594,0.00066855,0.00066855,0.00066855
244,176.69,0.6112,0.55004,0.97332,0.95429,0.6738,0.84385,0.5213,0.85983,1.23001,0.98213,0.000664425,0.000664425,0.000664425
245,177.322,0.59232,0.57132,0.93925,0.95429,0.6738,0.84385,0.5213,0.85983,1.23001,0.98213,0.000660299,0.000660299,0.000660299
246,177.976,0.55867,0.52007,0.87207,1,0.71069,0.85065,0.55044,0.88869,1.17778,0.94596,0.000656173,0.000656173,0.000656173
247,178.642,0.58706,0.581,0.9345,1,0.71069,0.85065,0.55044,0.88869,1.17778,0.94596,0.000652047,0.000652047,0.000652047
248,179.294,0.61301,0.57208,0.89729,0.92967,0.70758,0.8842,0.55983,0.90391,1.1741,0.9577,0.000647921,0.000647921,0.000647921
249,179.922,0.45392,0.5111,0.89397,0.92967,0.70758,0.8842,0.55983,0.90391,1.1741,0.9577,0.000643795,0.000643795,0.000643795
250,180.57,0.41269,0.46054,0.93902,0.83034,0.78513,0.87,0.59029,0.89734,1.13742,0.96206,0.00063967,0.00063967,0.00063967
251,181.2,0.58182,0.6277,0.86891,0.83034,0.78513,0.87,0.59029,0.89734,1.13742,0.96206,0.000635544,0.000635544,0.000635544
252,181.852,0.58551,0.58777,0.94388,0.8293,0.81397,0.92208,0.64333,0.92435,1.07177,0.9943,0.000631418,0.000631418,0.000631418
253,182.478,0.4621,0.49819,0.91835,0.8293,0.81397,0.92208,0.64333,0.92435,1.07177,0.9943,0.000627292,0.000627292,0.000627292
254,183.125,0.49609,0.50297,0.91048,0.80619,0.67576,0.89143,0.68134,0.93231,1.04359,0.99442,0.000623166,0.000623166,0.000623166
255,183.756,0.59506,0.61962,0.90017,0.80619,0.67576,0.89143,0.68134,0.93231,1.04359,0.99442,0.00061904,0.00061904,0.00061904
256,184.428,0.52464,0.47507,0.90622,0.79541,0.75,0.87,0.62052,0.93599,1.05114,0.9991,0.000614915,0.000614915,0.000614915
257,185.092,0.57952,0.74976,1.00441,0.79541,0.75,0.87,0.62052,0.93599,1.05114,0.9991,0.000610789,0.000610789,0.000610789
258,185.749,0.64796,0.68643,1.00811,0.79763,0.75,0.82833,0.60942,0.8646,1.02793,0.95851,0.000606663,0.000606663,0.000606663
259,186.415,0.52961,0.54045,0.8848,0.79763,0.75,0.82833,0.60942,0.8646,1.02793,0.95851,0.000602537,0.000602537,0.000602537
260,187.07,0.54112,0.56115,0.89156,0.8015,0.75,0.81444,0.58964,0.88366,1.10225,0.99751,0.000598411,0.000598411,0.000598411
261,187.699,0.52397,0.50132,0.93793,0.8015,0.75,0.81444,0.58964,0.88366,1.10225,0.99751,0.000594286,0.000594286,0.000594286
262,188.423,0.48159,0.51934,0.9121,0.80331,0.75,0.77,0.64864,0.88694,1.1655,1.02647,0.00059016,0.00059016,0.00059016
263,189.06,0.51048,0.49996,0.84687,0.80331,0.75,0.77,0.64864,0.88694,1.1655,1.02647,0.000586034,0.000586034,0.000586034
264,189.709,0.54773,0.5501,0.95192,0.78836,0.75,0.68017,0.59805,1.10485,1.22134,1.25694,0.000581908,0.000581908,0.000581908
265,190.336,0.6113,0.66893,0.94459,0.78836,0.75,0.68017,0.59805,1.10485,1.22134,1.25694,0.000577782,0.000577782,0.000577782
266,190.984,0.5447,0.52176,0.8817,0.78435,0.75,0.72101,0.55554,1.06592,1.24336,1.32475,0.000573656,0.000573656,0.000573656
267,191.67,0.46627,0.48192,0.90451,0.78435,0.75,0.72101,0.55554,1.06592,1.24336,1.32475,0.000569531,0.000569531,0.000569531
268,192.32,0.50924,0.5054,0.90291,0.78383,0.74472,0.72029,0.54879,1.1755,1.24754,1.51452,0.000565405,0.000565405,0.000565405
269,192.943,0.47262,0.54009,0.90389,0.78383,0.74472,0.72029,0.54879,1.1755,1.24754,1.51452,0.000561279,0.000561279,0.000561279
270,193.606,0.54785,0.51066,0.96774,0.7883,0.74491,0.75954,0.59068,1.15627,1.25594,1.54609,0.000557153,0.000557153,0.000557153
271,194.234,0.44436,0.46349,0.93969,0.7883,0.74491,0.75954,0.59068,1.15627,1.25594,1.54609,0.000553027,0.000553027,0.000553027
272,194.913,0.47656,0.50497,0.89627,0.78502,0.74241,0.75667,0.63382,1.11457,1.25258,1.55071,0.000548901,0.000548901,0.000548901
273,195.585,0.4898,0.51533,0.93672,0.78502,0.74241,0.75667,0.63382,1.11457,1.25258,1.55071,0.000544776,0.000544776,0.000544776
274,196.253,0.40954,0.46557,0.86091,0.78915,0.75,0.75379,0.6204,1.09452,1.29026,1.55004,0.00054065,0.00054065,0.00054065
275,196.878,0.35857,0.45069,0.90209,0.78915,0.75,0.75379,0.6204,1.09452,1.29026,1.55004,0.000536524,0.000536524,0.000536524
276,197.524,0.37932,0.44816,0.86665,0.79078,0.75,0.7507,0.62128,1.18157,1.30277,1.62375,0.000532398,0.000532398,0.000532398
277,198.145,0.45337,0.53085,0.90551,0.79078,0.75,0.7507,0.62128,1.18157,1.30277,1.62375,0.000528272,0.000528272,0.000528272
278,198.815,0.46047,0.48527,0.94743,0.79714,0.75,0.8234,0.64683,1.08336,1.28032,1.56508,0.000524146,0.000524146,0.000524146
279,199.443,0.53004,0.50913,0.94332,0.79714,0.75,0.8234,0.64683,1.08336,1.28032,1.56508,0.000520021,0.000520021,0.000520021
280,200.099,0.64206,0.56942,0.96166,0.87641,0.75,0.82207,0.61159,1.07908,1.3103,1.61765,0.000515895,0.000515895,0.000515895
281,200.745,0.53189,0.49139,0.94182,0.87641,0.75,0.82207,0.61159,1.07908,1.3103,1.61765,0.000511769,0.000511769,0.000511769
282,201.401,0.55712,0.55214,0.91219,0.93773,0.75,0.82174,0.57703,1.05697,1.36744,1.61177,0.000507643,0.000507643,0.000507643
283,202.027,0.56439,0.57768,0.93227,0.93773,0.75,0.82174,0.57703,1.05697,1.36744,1.61177,0.000503517,0.000503517,0.000503517
284,202.683,0.48386,0.48459,0.90925,0.64197,0.875,0.84038,0.4057,1.08333,1.39785,1.63316,0.000499392,0.000499392,0.000499392
285,203.31,0.48352,0.4752,0.86068,0.64197,0.875,0.84038,0.4057,1.08333,1.39785,1.63316,0.000495266,0.000495266,0.000495266
286,203.963,0.61414,0.54491,0.95311,0.93793,0.75,0.78727,0.3596,1.14649,1.44615,1.67975,0.00049114,0.00049114,0.00049114
287,204.628,0.43671,0.49655,0.82485,0.93793,0.75,0.78727,0.3596,1.14649,1.44615,1.67975,0.000487014,0.000487014,0.000487014
288,205.277,0.69093,0.84016,0.97059,0.8042,0.75,0.75081,0.5027,1.25031,1.52576,1.6966,0.000482888,0.000482888,0.000482888
289,205.957,0.51632,0.52847,0.95602,0.8042,0.75,0.75081,0.5027,1.25031,1.52576,1.6966,0.000478762,0.000478762,0.000478762
290,206.635,0.50242,0.48696,0.90365,0.82939,0.72846,0.79248,0.4996,1.27625,1.54606,1.59692,0.000474637,0.000474637,0.000474637
291,207.329,0.54711,0.54682,0.95559,0.82939,0.72846,0.79248,0.4996,1.27625,1.54606,1.59692,0.000470511,0.000470511,0.000470511
292,208.105,0.59565,0.58591,0.89901,0.74829,0.75,0.82161,0.51515,1.21437,1.47253,1.38654,0.000466385,0.000466385,0.000466385
293,208.745,0.51114,0.53511,0.93882,0.74829,0.75,0.82161,0.51515,1.21437,1.47253,1.38654,0.000462259,0.000462259,0.000462259
294,209.402,0.4858,0.50174,0.87294,0.76007,0.76732,0.73932,0.55169,1.03115,1.44725,1.09187,0.000458133,0.000458133,0.000458133
295,210.032,0.46016,0.51974,0.88641,0.76007,0.76732,0.73932,0.55169,1.03115,1.44725,1.09187,0.000454007,0.000454007,0.000454007
296,210.694,0.3954,0.44243,0.91511,0.82828,0.85037,0.77955,0.68319,0.83102,1.35023,0.94029,0.000449882,0.000449882,0.000449882
297,211.327,0.37872,0.43395,0.92718,0.82828,0.85037,0.77955,0.68319,0.83102,1.35023,0.94029,0.000445756,0.000445756,0.000445756
298,211.983,0.42056,0.44785,0.85964,0.81481,0.84473,0.78055,0.69465,0.75889,1.22877,0.90341,0.00044163,0.00044163,0.00044163
299,212.623,0.36936,0.41587,0.89896,0.81481,0.84473,0.78055,0.69465,0.75889,1.22877,0.90341,0.000437504,0.000437504,0.000437504
300,213.291,0.46977,0.55235,0.95839,0.84159,0.8599,0.78237,0.69915,0.72222,1.0508,0.90146,0.000433378,0.000433378,0.000433378
301,213.935,0.62367,0.61513,0.97728,0.84159,0.8599,0.78237,0.69915,0.72222,1.0508,0.90146,0.000429253,0.000429253,0.000429253
302,214.605,0.48689,0.46425,0.86859,0.85506,0.87449,0.78565,0.71334,0.7057,1.0507,0.8868,0.000425127,0.000425127,0.000425127
303,215.24,0.38224,0.45854,0.91134,0.85506,0.87449,0.78565,0.71334,0.7057,1.0507,0.8868,0.000421001,0.000421001,0.000421001
304,215.908,0.45682,0.5045,0.88827,0.84037,0.875,0.78937,0.68666,0.721,1.03462,0.8985,0.000416875,0.000416875,0.000416875
305,216.661,0.57952,0.66423,0.93077,0.84037,0.875,0.78937,0.68666,0.721,1.03462,0.8985,0.000412749,0.000412749,0.000412749
306,217.321,0.47899,0.57298,0.93021,0.82614,0.875,0.79158,0.68944,0.74087,1.12634,0.90509,0.000408623,0.000408623,0.000408623
307,217.962,0.47294,0.50813,0.87146,0.82614,0.875,0.79158,0.68944,0.74087,1.12634,0.90509,0.000404498,0.000404498,0.000404498
308,218.628,0.39302,0.40458,0.84791,0.82754,0.875,0.79412,0.69256,0.76739,1.2156,0.9295,0.000400372,0.000400372,0.000400372
309,219.264,0.40642,0.44133,0.94039,0.82754,0.875,0.79412,0.69256,0.76739,1.2156,0.9295,0.000396246,0.000396246,0.000396246
310,219.967,0.40843,0.44096,0.84505,0.8317,0.875,0.79861,0.6702,0.80047,1.25049,0.93535,0.00039212,0.00039212,0.00039212
311,220.615,0.47616,0.55408,0.96247,0.8317,0.875,0.79861,0.6702,0.80047,1.25049,0.93535,0.000387994,0.000387994,0.000387994
312,221.279,0.48686,0.48331,0.91919,0.83623,0.875,0.81021,0.62928,0.8374,1.31382,0.94263,0.000383868,0.000383868,0.000383868
313,221.921,0.53328,0.4757,0.88717,0.83623,0.875,0.81021,0.62928,0.8374,1.31382,0.94263,0.000379743,0.000379743,0.000379743
314,222.588,0.40377,0.46389,0.92265,0.73203,0.875,0.81534,0.59339,0.84163,1.36538,0.9069,0.000375617,0.000375617,0.000375617
315,223.271,0.4771,0.5686,0.94647,0.73203,0.875,0.81534,0.59339,0.84163,1.36538,0.9069,0.000371491,0.000371491,0.000371491
316,223.933,0.58231,0.52421,0.89182,0.76914,0.875,0.86021,0.6248,0.83564,1.41391,0.89758,0.000367365,0.000367365,0.000367365
317,224.574,0.7174,0.7052,1.08611,0.76914,0.875,0.86021,0.6248,0.83564,1.41391,0.89758,0.000363239,0.000363239,0.000363239
318,225.239,0.40134,0.42198,0.8675,0.78235,0.88608,0.8955,0.63705,0.79338,1.34834,0.8796,0.000359113,0.000359113,0.000359113
319,225.887,0.43135,0.50722,0.95847,0.78235,0.88608,0.8955,0.63705,0.79338,1.34834,0.8796,0.000354988,0.000354988,0.000354988
320,226.695,0.64955,0.59079,0.99017,0.82033,0.89089,0.8955,0.70997,0.74696,1.20113,0.86953,0.000350862,0.000350862,0.000350862
321,227.356,0.45744,0.49666,0.95444,0.82033,0.89089,0.8955,0.70997,0.74696,1.20113,0.86953,0.000346736,0.000346736,0.000346736
322,228.027,0.34714,0.41586,0.88356,0.85849,0.98984,0.8955,0.72887,0.68827,1.02934,0.85497,0.00034261,0.00034261,0.00034261
323,228.684,0.55894,0.46064,0.85696,0.85849,0.98984,0.8955,0.72887,0.68827,1.02934,0.85497,0.000338484,0.000338484,0.000338484
324,229.433,0.38915,0.40976,0.87457,0.88415,0.9991,0.8955,0.72887,0.65093,0.94543,0.84181,0.000334359,0.000334359,0.000334359
325,230.074,0.44574,0.4145,0.90632,0.88415,0.9991,0.8955,0.72887,0.65093,0.94543,0.84181,0.000330233,0.000330233,0.000330233
326,230.75,0.31692,0.40295,0.91364,0.88391,1,0.8955,0.8315,0.63291,0.85312,0.8295,0.000326107,0.000326107,0.000326107
327,231.398,0.37596,0.42915,0.90519,0.88391,1,0.8955,0.8315,0.63291,0.85312,0.8295,0.000321981,0.000321981,0.000321981
328,232.086,0.30812,0.39255,0.85514,0.86031,0.99525,0.8955,0.83665,0.6164,0.81469,0.81881,0.000317855,0.000317855,0.000317855
329,232.779,0.49156,0.5033,0.82173,0.86031,0.99525,0.8955,0.83665,0.6164,0.81469,0.81881,0.000313729,0.000313729,0.000313729
330,233.472,0.45314,0.47271,0.89664,0.84346,0.99452,0.8955,0.8325,0.63459,0.8012,0.80922,0.000309604,0.000309604,0.000309604
331,234.114,0.43902,0.54579,0.90636,0.84346,0.99452,0.8955,0.8325,0.63459,0.8012,0.80922,0.000305478,0.000305478,0.000305478
332,234.786,0.47305,0.47902,0.93175,0.83943,0.99259,0.8955,0.81677,0.64009,0.82327,0.80327,0.000301352,0.000301352,0.000301352
333,235.431,0.46428,0.52121,0.8902,0.83943,0.99259,0.8955,0.81677,0.64009,0.82327,0.80327,0.000297226,0.000297226,0.000297226
334,236.15,0.43617,0.46614,0.87373,0.83906,0.99068,0.8955,0.81677,0.65096,0.84773,0.79233,0.0002931,0.0002931,0.0002931
335,236.792,0.3746,0.44263,0.87841,0.83906,0.99068,0.8955,0.81677,0.65096,0.84773,0.79233,0.000288974,0.000288974,0.000288974
336,237.514,0.41233,0.42104,0.91753,0.84291,0.9908,0.8955,0.82425,0.64705,0.8323,0.78914,0.000284849,0.000284849,0.000284849
337,238.165,0.36363,0.41707,0.84684,0.84291,0.9908,0.8955,0.82425,0.64705,0.8323,0.78914,0.000280723,0.000280723,0.000280723
338,238.879,0.48496,0.48166,0.92568,0.84475,0.99167,0.8955,0.82425,0.65396,0.82515,0.78775,0.000276597,0.000276597,0.000276597
339,239.515,0.3084,0.37796,0.91339,0.84475,0.99167,0.8955,0.82425,0.65396,0.82515,0.78775,0.000272471,0.000272471,0.000272471
340,240.168,0.42753,0.46377,0.87057,0.84951,0.993,0.8955,0.82425,0.6627,0.80436,0.78668,0.000268345,0.000268345,0.000268345
341,240.807,0.3482,0.42486,0.93464,0.84951,0.993,0.8955,0.82425,0.6627,0.80436,0.78668,0.00026422,0.00026422,0.00026422
342,241.469,0.35143,0.45814,0.86006,0.85905,0.99559,0.8955,0.82095,0.67406,0.80557,0.79099,0.000260094,0.000260094,0.000260094
343,242.139,0.57428,0.53102,0.88338,0.85905,0.99559,0.8955,0.82095,0.67406,0.80557,0.79099,0.000255968,0.000255968,0.000255968
344,242.799,0.39602,0.43405,0.80694,0.86941,0.99809,0.8955,0.82095,0.6855,0.8038,0.80251,0.000251842,0.000251842,0.000251842
345,243.433,0.4529,0.48208,0.90873,0.86941,0.99809,0.8955,0.82095,0.6855,0.8038,0.80251,0.000247716,0.000247716,0.000247716
346,244.095,0.43643,0.46502,0.84868,0.8734,1,0.8955,0.82095,0.69033,0.78496,0.81818,0.00024359,0.00024359,0.00024359
347,244.731,0.37516,0.41291,0.89427,0.8734,1,0.8955,0.82095,0.69033,0.78496,0.81818,0.000239465,0.000239465,0.000239465
348,245.419,0.3806,0.47444,0.87523,0.87502,1,0.8955,0.82095,0.69075,0.76736,0.81323,0.000235339,0.000235339,0.000235339
349,246.057,0.41848,0.4447,0.9266,0.87502,1,0.8955,0.82095,0.69075,0.76736,0.81323,0.000231213,0.000231213,0.000231213
350,246.751,0.41843,0.57064,0.86988,0.86402,0.99326,0.8955,0.80975,0.69168,0.78433,0.80902,0.000227087,0.000227087,0.000227087
351,247.451,0.30178,0.36756,0.83904,0.86402,0.99326,0.8955,0.80975,0.69168,0.78433,0.80902,0.000222961,0.000222961,0.000222961
352,248.169,0.33363,0.3927,0.89292,0.84378,0.98656,0.8955,0.80473,0.69872,0.81874,0.80454,0.000218835,0.000218835,0.000218835
353,248.817,0.41951,0.41277,0.8888,0.84378,0.98656,0.8955,0.80473,0.69872,0.81874,0.80454,0.00021471,0.00021471,0.00021471
354,249.468,0.39908,0.3945,0.79515,0.83842,0.96141,0.8955,0.79353,0.70952,0.84738,0.79994,0.000210584,0.000210584,0.000210584
355,250.104,0.37677,0.44768,0.8988,0.83842,0.96141,0.8955,0.79353,0.70952,0.84738,0.79994,0.000206458,0.000206458,0.000206458
356,250.775,0.4544,0.52415,1.02433,0.86904,0.91254,0.8955,0.80473,0.71138,0.87389,0.79993,0.000202332,0.000202332,0.000202332
357,251.454,0.34882,0.40058,0.88276,0.86904,0.91254,0.8955,0.80473,0.71138,0.87389,0.79993,0.000198206,0.000198206,0.000198206
358,252.113,0.46022,0.47231,0.95541,0.86817,0.90755,0.8955,0.79353,0.71596,0.89619,0.7965,0.00019408,0.00019408,0.00019408
359,252.765,0.3993,0.46546,0.85461,0.86817,0.90755,0.8955,0.79353,0.71596,0.89619,0.7965,0.000189955,0.000189955,0.000189955
360,253.45,0.50507,0.47088,0.9075,0.83982,0.875,0.86021,0.77218,0.71973,0.94882,0.79863,0.000185829,0.000185829,0.000185829
361,254.13,0.38477,0.39341,0.85053,0.83982,0.875,0.86021,0.77218,0.71973,0.94882,0.79863,0.000181703,0.000181703,0.000181703
362,254.852,0.46285,0.50015,0.92487,0.83865,0.875,0.86021,0.76799,0.72017,0.99309,0.78883,0.000177577,0.000177577,0.000177577
363,255.501,0.39927,0.47242,0.90091,0.83865,0.875,0.86021,0.76799,0.72017,0.99309,0.78883,0.000173451,0.000173451,0.000173451
364,256.17,0.3077,0.3476,0.87062,0.83695,0.875,0.86021,0.76075,0.7186,1.02282,0.77834,0.000169326,0.000169326,0.000169326
365,256.894,0.38724,0.43043,0.91557,0.83695,0.875,0.86021,0.76075,0.7186,1.02282,0.77834,0.0001652,0.0001652,0.0001652
366,257.63,0.40622,0.51866,0.82892,0.83165,0.875,0.8483,0.74852,0.72483,1.06132,0.77212,0.000161074,0.000161074,0.000161074
367,258.281,0.40152,0.48211,0.89337,0.83165,0.875,0.8483,0.74852,0.72483,1.06132,0.77212,0.000156948,0.000156948,0.000156948
368,258.961,0.35657,0.42942,0.85338,0.8337,0.875,0.86021,0.74311,0.74036,1.09816,0.77459,0.000152822,0.000152822,0.000152822
369,259.606,0.35176,0.40195,0.89958,0.8337,0.875,0.86021,0.74311,0.74036,1.09816,0.77459,0.000148696,0.000148696,0.000148696
370,260.294,0.41179,0.47848,0.86061,0.83496,0.875,0.86021,0.7431,0.75436,1.10922,0.77795,0.000144571,0.000144571,0.000144571
